yyyy,mm,tmax,tmin,af,rain,sun,date
2022.0,7.0,27.2,15.5,0.0,7.6,221.1,2022-07-01
2022.0,8.0,27.0,15.9,0.0,54.4,234.3,2022-08-01
2022.0,9.0,20.2,11.8,0.0,86.0,119.1,2022-09-01
2022.0,10.0,18.3,10.4,0.0,81.4,132.8,2022-10-01
2022.0,11.0,13.2,7.6,0.0,123.8,69.9,2022-11-01
2022.0,12.0,7.9,1.7,11.0,51.6,56.4,2022-12-01
2023.0,1.0,9.0,2.5,10.0,59.0,68.2,2023-01-01
2023.0,2.0,10.8,3.4,6.0,4.2,81.3,2023-02-01
2023.0,3.0,11.5,5.2,1.0,92.4,60.2,2023-03-01
2023.0,4.0,14.6,5.9,0.0,65.8,151.1,2023-04-01
2023.0,5.0,18.6,9.3,0.0,38.4,196.6,2023-05-01
2023.0,6.0,25.3,13.5,0.0,56.8,250.2,2023-06-01
2023.0,7.0,22.9,14.0,0.0,61.4,150.1,2023-07-01
2023.0,8.0,23.0,13.8,0.0,53.0,171.1,2023-08-01
2023.0,9.0,24.4,14.7,0.0,59.4,167.9,2023-09-01
2023.0,10.0,18.1,10.2,0.0,116.8,112.9,2023-10-01
2023.0,11.0,11.8,5.4,3.0,78.4,74.9,2023-11-01
2023.0,12.0,10.9,5.9,3.0,76.4,21.0,2023-12-01
2024.0,1.0,8.4,2.5,8.0,50.6,71.4,2024-01-01
2024.0,2.0,12.2,6.0,2.0,100.4,48.6,2024-02-01
2024.0,3.0,13.1,5.9,0.0,85.0,94.9,2024-03-01
2024.0,4.0,15.0,7.2,0.0,68.6,126.3,2024-04-01
2024.0,5.0,19.6,10.6,0.0,54.4,164.2,2024-05-01
2024.0,6.0,22.0,11.1,0.0,12.4,205.7,2024-06-01
2024.0,7.0,23.5,13.8,0.0,83.6,178.2,2024-07-01
2024.0,8.0,24.5,14.6,0.0,28.4,188.6,2024-08-01
2024.0,9.0,20.1,11.9,0.0,114.8,121.9,2024-09-01
2024.0,10.0,16.4,9.4,0.0,57.2,80.6,2024-10-01
2024.0,11.0,11.2,6.0,4.0,62.2,52.7,2024-11-01
2024.0,12.0,9.9,5.2,0.0,27.2,20.5,2024-12-01
2025.0,1.0,7.3,1.4,10.0,80.4,51.9,2025-01-01
2025.0,2.0,8.8,2.8,6.0,44.2,67.4,2025-02-01
2025.0,3.0,14.1,3.9,7.0,4.4,187.9,2025-03-01
2025.0,4.0,18.3,7.0,0.0,18.8,252.3,2025-04-01
2025.0,5.0,21.1,10.1,0.0,15.4,225.5,2025-05-01
2025.0,6.0,25.6,14.1,0.0,26.8,230.8,2025-06-01
2025.0,7.0,25.8,15.8,0.0,48.4,190.3,2025-07-01
2025.0,8.0,25.0,14.1,0.0,23.0,192.0,2025-08-01
2025.0,9.0,20.3,11.1,0.0,48.8,170.9,2025-09-01
2025.0,10.0,15.8,9.7,0.0,52.8,70.5,2025-10-01
2025.0,11.0,12.6,6.6,5.0,45.6,71.7,2025-11-01
2025.0,12.0,10.4,4.8,2.0,53.8,67.1,2025-12-01
